,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
125,39034615.20148443,0.03343345393156252,11022632.264695428,0.01288400706522513,1072010447.5669863,2.187353625285771,92550466.72008905,0.046041540617951404,0.0,0.0,0.0,0.0
126,19486806.556247674,0.017147219595244234,21195227.46067968,0.025109633901346497,17258596.17719675,0.038378022863881645,41442543.58739512,0.023988543875305333,0.0,0.0,0.0,0.0
127,2342962070.615853,1.4489303684239143,136745363.74892044,0.11286478375027162,0.0,0.0,0.0,0.0,22727183.191751834,0.017944028151323337,0.0,0.0
128,282660352.0592189,0.1696500299445845,324363298.7943983,0.25091726823826943,0.0,0.0,9311160.295316702,0.003654420435088673,294085303.243966,0.22010803469334364,0.0,0.0
129,2337392872.48162,1.4446126984127245,0.0,0.0,264690710.5277791,0.41787383347017654,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,153565973.84708422,0.1344542394061793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,44585624.091309816,0.033454910716094216,271261448.82934195,0.2569541813652372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1109680524.4244988,0.5651831059800397,0.0,0.0,2108561802.5172057,2.655047361159578,0.0,0.0,246248037.87520587,0.1443515998627404,0.0,0.0
133,2141086109.7594855,1.502082617676558,28890105.389368895,0.0266349354790463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2302021075.455528,1.5040692312106525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,90112761.0757015,0.07321641361885835,645844552.6331131,0.9721275592155901,0.0,0.0,0.0,0.0,0.0,0.0
136,194595387.0366289,0.1031929646319473,679594019.1240975,0.45005251097872967,2087573433.8318467,2.615071682132822,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,26355146.046263315,0.02861765830790823,1428545162.1884432,2.7076544610584934,22945094.000884116,0.01021305846357927,0.0,0.0,0.0,0.0
138,2381273776.180806,1.4786445530178494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,21988589.843912356,0.01747689950832223,19450933.20544471,0.020938325533576038,157531838.43547675,0.31064322390386123,44750483.540411726,0.022687179016232767,0.0,0.0,0.0,0.0
140,788315055.1220005,0.5695575335879447,574623302.4976172,0.5262625021944201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,56707421.88570104,0.0526819349538607,217703841.85492456,0.256538450481497,0.0,0.0,20237546.066801712,0.011827346401042788,0.0,0.0,0.0,0.0
142,0.0,0.0,41609428.76436947,0.04247382199413134,1519571367.4256406,2.7408199293076434,1400866.604343409,0.00043409564230322115,0.0,0.0,0.0,0.0
143,0.0,0.0,16397544.371728837,0.020764051120578386,978102828.0258327,2.1707160693521965,0.0,0.0,330840682.07140577,0.3669345687224406,0.0,0.0
144,2594483594.233804,1.4677466089025788,154393929.24992698,0.1177990316319239,403744839.4117286,0.5869762330901827,0.0,0.0,0.0,0.0,0.0,0.0
145,81138198.44525656,0.05205487515197494,313335672.2019316,0.25472860183737067,48388081.52979347,0.07656209452482775,0.0,0.0,0.0,0.0,0.0,0.0
146,3012785274.8400726,1.48962107920062,37869197.905946575,0.023792269651460824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1025369747.9678682,0.7222499297949867,7328385.464366709,0.006926923161894399,243732223.5939651,0.43647930980775157,0.0,0.0,0.0,0.0,0.0,0.0
148,891626659.604674,0.7157535942029677,636675813.0389247,0.6436691614078115,0.0,0.0,0.0,0.0,27566269.181126416,0.02556622977574391,0.0,0.0
149,1902146656.0552068,1.4947826674780635,573821372.1569276,0.5507778076510588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2271489390.2337294,1.4791978558055148,716601785.2348335,0.5821792574793325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2538548136.975079,1.4791978558055148,0.0,0.0,0.0,0.0,0.0,0.0,5514514.027789,0.004405080440407461,0.0,0.0
152,1906940210.1718135,1.499487720302661,5052149.246259857,0.00542781221554034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,416841935.4820397,0.2993996425740645,0.0,0.0,526124335.2360026,0.9538478859903565,21458570.400184322,0.010225919820748785,11514137.17087627,0.010672482951459195,0.0,0.0
154,106653312.23320195,0.07166186966693844,387221534.558533,0.327798253212932,0.0,0.0,3523531.1996032284,0.0015092365783348318,0.0,0.0,0.0,0.0
155,1999153546.4243913,1.474331439736127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,259498072.78852075,0.17091783475429728,6876406.051697972,0.006238367442951802,57360187.68155954,0.09659243614200562,70217901.07520965,0.030185391508562663,10533838.487899275,0.008858294539728119,0.0,0.0
157,384271933.32635987,0.29588697758444626,42601596.30451473,0.0437648056922791,746491033.7861518,1.4314569349498445,85664077.78980908,0.03835214032683267,0.0,0.0,0.0,0.0
158,0.0,0.0,26316495.997298032,0.028748426853660032,62106030.29896572,0.12696442333515318,60803235.92910499,0.03204576633328161,0.0,0.0,0.0,0.0
159,67432725.32468256,0.06043397362424583,40216478.02066059,0.04787025572872632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,56473919.18415657,0.032892333653208705,54207454.031722784,0.04211754516887841,121303937.90924147,0.1768732520125097,82160264.03053147,0.030824704337284868,1002497840.6351714,0.6999403113302675,0.0,0.0
161,1903304110.2921715,1.4959186987999349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2591324703.227113,1.4655113016988301,0.0,0.0,70084844.4283538,0.10078463609444556,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,12577360.077534597,0.012872578987622793,267740406.85951382,0.4954747052927864,0.0,0.0,0.0,0.0,0.0,0.0
164,2553197601.9836035,1.4898680494974896,811383598.5646625,0.5940304876863198,1503108713.8710873,2.138169669166772,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,842930191.7438629,0.6443843619558236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,317634172.9504663,0.2543034282410916,87120890.24573834,0.13533823246486798,0.0,0.0,0.0,0.0,0.0,0.0
167,1914491694.1950393,1.5069005508401028,35347400.14418858,0.03862551407444116,0.0,0.0,45077943.93176934,0.02334783175473132,0.0,0.0,0.0,0.0
168,250650395.82281995,0.2071721781322228,114268494.38476178,0.12400825446328415,0.0,0.0,92547988.66564284,0.04874139575546678,0.0,0.0,0.0,0.0
169,9949489.680712556,0.0076541900099082166,6312110.879258625,0.006647761745157484,1509692956.0729144,2.714704564393868,0.0,0.0,0.0,0.0,0.0,0.0
170,2560134460.342573,1.4434445630127932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,947948866.2626446,0.5515903477492655,0.0,0.0,0.0,0.0,0.0,0.0,5303962.351372384,0.004094150365176602,0.0,0.0
172,2021176871.7258663,1.4596254133583069,0.0,0.0,55374885.19180031,0.10227683819266972,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,24728996.95912769,0.02845704864958485,1347966957.0217638,2.7188652698513778,0.0,0.0,0.0,0.0,0.0,0.0
174,41731152.657783546,0.033821712466983234,69098971.61473909,0.07358709806856431,1436795189.863171,2.7459366542009533,84544302.25678775,0.03406142655158943,0.0,0.0,0.0,0.0
175,390916406.6610497,0.3035377682852829,321859273.24160004,0.32282794704389633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,101705801.98040432,0.07166186966693844,517062197.74210775,0.45266688668724014,0.0,0.0,83643923.3340726,0.034027830969610644,0.0,0.0,0.0,0.0
177,458557496.6638543,0.29738702737518663,109257381.92815027,0.09365305049494704,0.0,0.0,56672844.384236425,0.0240947889027419,0.0,0.0,0.0,0.0
178,37846444.04070838,0.032242022863776726,10975860.474516071,0.012780119085571097,82976164.00841653,0.17799636144099476,5070743.975793038,0.003123104556571647,132140436.42778945,0.14169491695907815,0.0,0.0
